id, isin, issuerName, maturityDate, startDate, bondDuration, couponRate, couponPeriod, high, low, last, change, yield, pieceSize, fitch, moody's, snp
648, ZVG1396, Skippad, 18-12-2047, 18-12-2015, 32, 0.774, Annual, 222.15, 218.24, 220.078, -0.854, 0.775, 99.871, BB+, Ba1, BBB-
649, UWTV742, Youspan, 01-09-2020, 01-09-2015, 5, 2.569, Annual, 302.49, 291.389, 299.937, 16.499, 2.576, 99.728, BB, B3, BB
650, HXQOJ180, Vitz, 27-04-2024, 27-04-2015, 9, 1.046, Annual, 333.985, 327.439, 333.592, -15.161, 1.047, 99.904, B+, B1, B+
651, OJHX00582, Yakitri, 01-11-2019, 01-11-2015, 4, 3.416, Quaterly, 457.902, 426.353, 449.699, 14.751, 3.428, 99.65, B+, Baa1, CCC-
652, SLXT6346, Fanoodle, 02-02-2041, 02-02-2015, 26, 3.954, Semi-Annual, 242.165, 224.487, 228.376, -26.117, 3.97, 99.597, B+, Baa1, BB
653, HFYX890, Skiptube, 08-12-2036, 08-12-2015, 21, 2.35, Annual, 430.874, 423.765, 424.618, 4.107, 2.356, 99.745, BB+, Baa3, BBB
654, ACQ735, Voolith, 10-05-2036, 10-05-2015, 21, 4.318, Quaterly, 176.784, 160.679, 169.215, -13.067, 4.337, 99.562, B+, Baa1, BB+
655, MHJ40286, Teklist, 06-02-2019, 06-02-2015, 4, 4.902, Semi-Annual, 111.036, 101.909, 110.58, 26.402, 4.926, 99.513, B+, Baa1, BB
656, TUW346736, Feedbug, 31-08-2026, 31-08-2015, 11, 2.087, Annual, 468.791, 461.947, 465.574, -39.864, 2.091, 99.809, B+, Baa1, BB
657, ROY485893, Dynazzy, 18-05-2038, 18-05-2015, 23, 2.861, Quaterly, 282.111, 268.598, 269.814, -30.422, 2.869, 99.721, B+, Baa1, BB+
658, BPY90226, Photobean, 05-06-2045, 05-06-2015, 30, 3.34, Annual, 496.661, 490.8, 492.852, 49.562, 3.351, 99.672, B+, Baa1, B+
659, ECJDS653618, Yodo, 23-05-2028, 23-05-2015, 13, 1.987, Annual, 96.499, 95.023, 95.347, 3.234, 1.991, 99.799, A, A2, A
660, KWAI59521, Photojam, 02-02-2022, 02-02-2015, 7, 3.41, Semi-Annual, 410.008, 373.066, 403.728, 7.182, 3.422, 99.649, B+, Baa1, BB
661, FOBNK669848, Yamia, 03-07-2021, 03-07-2015, 6, 2.915, Annual, 365.115, 329.516, 349.452, 26.075, 2.923, 99.726, BBB, Baa1, A
662, SJUL2956, Vinte, 14-02-2026, 14-02-2015, 11, 3.671, Quaterly, 38.963, 38.671, 38.75, -0.239, 3.684, 99.647, BBB+, Baa3, BB
663, EJUZ78504, Jabberbean, 31-08-2030, 31-08-2015, 15, 2.837, Annual, 456.415, 424.146, 440.281, 76.094, 2.845, 99.719, BBB-, Ba1, BBB-
664, XBQ746106, Avamm, 09-06-2029, 09-06-2015, 14, 3.408, Quaterly, 16.605, 15.999, 16.605, 3.694, 3.42, 99.649, BBB, Baa2, BB
665, WVIA61892, Tavu, 22-03-2027, 22-03-2015, 12, 1.432, Semi-Annual, 421.109, 393.905, 421.109, -26.829, 1.434, 99.861, A, A3, BBB+
666, NPU16334, Wikibox, 15-02-2041, 15-02-2015, 26, 4.753, Annual, 165.275, 153.408, 162.427, -1.897, 4.776, 99.518, AA+, Aaa, AAA
667, XZM99926, Feedfish, 29-01-2024, 29-01-2015, 9, 1.292, Semi-Annual, 417.882, 398.994, 399.938, 1.882, 1.294, 99.845, AA-, Aa2, BB
668, LAW468, Dabtype, 12-09-2024, 12-09-2015, 9, 1.289, Annual, 191.829, 173.164, 190.522, 8.387, 1.291, 99.845, BBB-, Baa3, BB
669, LAPXI424085, Linktype, 05-11-2037, 05-11-2015, 22, 3.251, Quaterly, 427.721, 396.84, 404.869, -43.321, 3.262, 99.663, B+, Baa1, BB
670, LPG6833, Katz, 11-10-2027, 11-10-2015, 12, 1.031, Semi-Annual, 404.078, 383.187, 403.66, 2.972, 1.032, 99.903, B+, A3, A-
671, WISB41047, Kwilith, 23-12-2043, 23-12-2015, 28, 0.575, Quaterly, 39.132, 35.274, 37.164, 2.058, 0.575, 100, BBB, Baa1, A
672, JYGCV7957, Dazzlesphere, 08-02-2032, 08-02-2015, 17, 3.691, Semi-Annual, 149.387, 149.238, 149.372, 30.96, 3.705, 99.622, BBB, Baa1, A
673, EQZT33433, Fliptune, 14-02-2024, 14-02-2015, 9, 3.057, Annual, 209.631, 202.671, 209.631, -32.081, 3.066, 99.706, BBB, Baa1, A
674, OHUG40366, Podcat, 24-08-2036, 24-08-2015, 21, 2.511, Semi-Annual, 487.814, 461.082, 480.329, 29.856, 2.517, 99.762, BBB+, Baa2, A-
675, EPF13270, Kare, 22-10-2039, 22-10-2015, 24, 3.877, Quaterly, 205.034, 196.833, 197.899, -1.023, 3.892, 99.615, BBB+, Baa2, A-
676, HIQ044006, Babblestorm, 25-06-2043, 25-06-2015, 28, 3.045, Semi-Annual, 433.333, 403.346, 426.736, -11.486, 3.054, 99.705, B, Caa1, CCC+
677, XAUD092587, Tagchat, 12-05-2025, 12-05-2015, 10, 3.97, Annual, 329.777, 303.56, 323.485, 30.416, 3.986, 99.599, BB, B3, BB
678, AMTF5155, Edgepulse, 10-11-2029, 10-11-2015, 14, 2.088, Semi-Annual, 278.955, 277.03, 277.377, 1.097, 2.092, 99.809, CCC+, Caa1, B-
679, TOE091, Zoombeat, 12-06-2022, 12-06-2015, 7, 0.7, Annual, 27.553, 26.043, 26.707, 1.822, 0.7, 100, BB+, Ba1, BBB-
680, IXAB024714, Livepath, 13-05-2049, 13-05-2015, 34, 3.052, Quaterly, 359.81, 325.628, 332.464, 22.912, 3.061, 99.706, B+, Caa1, CCC+
681, XDCB9571, Edgeblab, 06-01-2031, 06-01-2015, 16, 1.14, Semi-Annual, 208.927, 191.774, 195.033, 13.39, 1.141, 99.912, B-, Baa1, D
682, WORZE26361, Feednation, 09-04-2046, 09-04-2015, 31, 4.002, Annual, 367.066, 350.621, 366.737, 12.204, 4.018, 99.602, B+, Baa1, BB-
683, MGILO2611, Ntag, 28-02-2038, 28-02-2015, 23, 0.806, Quaterly, 367.028, 346.768, 362.166, 8.678, 0.807, 99.876, B+, Baa1, B-
684, JBFVZ5465, Dabvine, 23-04-2019, 23-04-2015, 4, 1.362, Quaterly, 37.389, 35.871, 36.751, 0.617, 1.364, 99.853, B+, Baa1, BB
685, VSCI0179, Roodel, 04-09-2038, 04-09-2015, 23, 1.576, Semi-Annual, 205.445, 204.808, 205.33, -1.289, 1.578, 99.873, CC, Baa1, CCC-
686, HJCG25564, Realcube, 19-07-2023, 19-07-2015, 8, 3.966, Semi-Annual, 66.657, 65.77, 65.948, 3.407, 3.982, 99.598, B+, Baa1, CCC-
687, QXH753, Riffpath, 20-02-2032, 20-02-2015, 17, 4.816, Annual, 427.148, 395.112, 401.519, -16.406, 4.839, 99.525, B+, Baa1, BB+
688, QPYK970672, Wordware, 26-12-2023, 26-12-2015, 8, 2.356, Semi-Annual, 239.43, 238.113, 238.798, 66.256, 2.362, 99.746, B+, Baa1, BB
689, RIVL512791, Podcat, 13-10-2045, 13-10-2015, 30, 3.213, Quaterly, 425.267, 410.595, 413.236, 24.052, 3.223, 99.69, B+, Baa1, B-
690, IQK38752, Tagpad, 24-09-2018, 24-09-2015, 3, 4.741, Semi-Annual, 78.243, 73.142, 76.917, -1.221, 4.763, 99.538, B+, Baa1, BB-
691, AQSZT7766, Dazzlesphere, 30-05-2027, 30-05-2015, 12, 4.86, Annual, 257.366, 245.244, 253.245, 11.839, 4.884, 99.509, A-, Baa1, BBB+
692, LBNVW3706, Midel, 05-10-2020, 05-10-2015, 5, 0.654, Annual, 396.094, 363.258, 381.646, -83.897, 0.654, 100, A-, Baa1, BBB+
693, JAK028, Youspan, 26-11-2044, 26-11-2015, 29, 2.761, Annual, 377.405, 365.064, 371.358, -4.949, 2.769, 99.711, AA+, Aaa, AAA
694, UGP07063, Voomm, 01-02-2023, 01-02-2015, 8, 2.466, Annual, 286.825, 268.726, 278.138, -5.352, 2.472, 99.757, AA-, A2, A
695, ZWD853, Ntags, 06-02-2046, 06-02-2015, 31, 0.38, Annual, 470.695, 450.643, 464.078, 51.709, 0.38, 100, A+, A1, AA-
696, CXLYP880894, Meevee, 09-01-2041, 09-01-2015, 26, 2.088, Annual, 183.305, 167.816, 175.715, 6.602, 2.092, 99.809, BBB, Baa2, BBB
697, MORV23923, Gabspot, 19-02-2022, 19-02-2015, 7, 1.373, Annual, 483.81, 450.137, 454.514, -5.929, 1.375, 99.855, AA-, Aa2, BB
698, PRI206171, Dabvine, 06-11-2034, 06-11-2015, 19, 0.397, Semi-Annual, 59.155, 54.251, 55.183, 1.172, 0.397, 100, AA-, Aa2, BB
699, SRF46359, Vinte, 25-06-2026, 25-06-2015, 11, 2.054, Semi-Annual, 53.553, 48.846, 49.787, -4.338, 2.058, 99.806, A-, A3, A-
700, UYCB9787, Feedbug, 30-01-2024, 30-01-2015, 9, 2.998, Quaterly, 468.232, 427.449, 437.237, -0.654, 3.007, 99.701, BBB, Baa2, BBB+
701, AVDGX378498, Pixoboo, 28-11-2047, 28-11-2015, 32, 3.612, Quaterly, 92.038, 89.065, 91.652, -0.775, 3.625, 99.641, BB, B3, BB
702, CPLY464279, Skajo, 13-02-2042, 13-02-2015, 27, 2.304, Quaterly, 440.124, 415.565, 433.493, -8.777, 2.309, 99.783, BBB, Baa3, BBB
703, WHAZL5226, Twitterbeat, 04-11-2038, 04-11-2015, 23, 1.517, Semi-Annual, 480.649, 437.15, 466.294, 146.53, 1.519, 99.868, B+, Aa2, BB
704, ARX770, Tagchat, 23-08-2026, 23-08-2015, 11, 0.982, Quaterly, 15.986, 15.458, 15.733, -0.005, 0.983, 99.898, B+, Aa2, BB
705, WLHYG9585, Kimia, 12-08-2049, 12-08-2015, 34, 3.593, Semi-Annual, 23.902, 22.518, 23.155, -0.331, 3.606, 99.639, BB, B3, BB
706, QULCT994, Fivechat, 09-05-2035, 09-05-2015, 20, 1.118, Quaterly, 490.687, 468.508, 481.594, -64.838, 1.119, 99.911, BBB, Baa3, BBB
707, VDK9514, Livepath, 03-02-2020, 03-02-2015, 5, 0.394, Semi-Annual, 259.916, 258.694, 259.195, -5.386, 0.394, 100, BBB, Baa3, BBB
708, VST047, Feedfish, 23-11-2037, 23-11-2015, 22, 4.785, Semi-Annual, 362.732, 339.227, 349.804, -26.384, 4.808, 99.522, BB, B3, BB
709, TCHF1431, Skynoodle, 30-04-2031, 30-04-2015, 16, 3.752, Quaterly, 95.386, 91.055, 93.74, 0.402, 3.766, 99.628, B+, Ba3, BB+
710, SOUTV27103, Roodel, 17-10-2020, 17-10-2015, 5, 1.023, Quaterly, 248.353, 240.431, 242.332, 3.802, 1.024, 99.902, B+, Ca, CCC-
711, GVHFJ91293, Reallinks, 07-10-2043, 07-10-2015, 28, 2.567, Annual, 348.134, 316.697, 325.185, -22.398, 2.574, 99.728, B+, Baa1, B+
712, DEL3537, Topicware, 22-11-2024, 22-11-2015, 9, 3.075, Annual, 449.893, 423.529, 437.238, 0.323, 3.084, 99.708, B+, Baa1, BB
713, WCQ0425, Demizz, 01-10-2037, 01-10-2015, 22, 0.614, Semi-Annual, 174.477, 162.927, 169.279, -20.426, 0.614, 100, B+, Baa1, BB
714, CIL690, Realblab, 18-08-2020, 18-08-2015, 5, 0.288, Annual, 83.272, 77.276, 80.514, -3.906, 0.288, 100, B+, Baa1, BB-
715, JODFE8805, Fiveclub, 07-09-2025, 07-09-2015, 10, 4.913, Semi-Annual, 236.041, 228.913, 235.756, -49.652, 4.937, 99.514, B+, Baa1, BB
716, TJG626791, Snaptags, 25-08-2023, 25-08-2015, 8, 0.957, Annual, 181.263, 174.339, 179.74, 1.712, 0.958, 99.896, B+, Baa1, BB
717, RYAE345, Skidoo, 11-04-2020, 11-04-2015, 5, 2.942, Semi-Annual, 368.974, 348.422, 357.054, -10.095, 2.951, 99.695, B+, Baa1, B-
718, FAK304, Bluejam, 16-04-2031, 16-04-2015, 16, 0.015, Quaterly, 32.558, 30.51, 32.046, 0.977, 0.015, 100, B+, Baa1, BB
719, AKHX44079, Wordware, 04-01-2024, 04-01-2015, 9, 3.244, Quaterly, 33.777, 30.484, 33.448, -2.448, 3.255, 99.662, B+, Baa1, BB
720, EJKF914376, Oodoo, 28-01-2044, 28-01-2015, 29, 0.638, Quaterly, 401.551, 390.267, 399.407, 4.98, 0.638, 100, B+, Baa1, BB
721, CEKB7544, Kaymbo, 09-02-2031, 09-02-2015, 16, 4.091, Annual, 305.335, 302.618, 304.33, -59.845, 4.108, 99.586, AA+, Aaa, AAA
722, MLXJ75047, Photojam, 06-01-2027, 06-01-2015, 12, 0.953, Semi-Annual, 118.445, 114.299, 117.036, -6.451, 0.954, 99.895, AA-, A1, AA+
723, XKW30117, Realcube, 10-10-2035, 10-10-2015, 20, 1.613, Quaterly, 102.142, 102.06, 102.068, -2.118, 1.616, 99.814, A-, Baa2, BBB-
724, DMCW496, Fatz, 29-02-2024, 28-02-2015, 9, 0.962, Semi-Annual, 456.507, 429.345, 452.433, -59.929, 0.963, 99.896, BBB, Baa2, BB
725, HFBY77656, Topicshots, 05-06-2022, 05-06-2015, 7, 1.218, Annual, 147.227, 133.697, 140.327, -3.403, 1.219, 99.918, A, Baa1, BBB+
726, PADM469625, Blogtag, 12-10-2028, 12-10-2015, 13, 2.099, Quaterly, 293.651, 281.523, 293.651, -0.953, 2.103, 99.81, B+, A1, BB
727, SQTHI086239, Zoonoodle, 24-07-2025, 24-07-2015, 10, 3.541, Quaterly, 171.844, 155.416, 166.751, 10.517, 3.554, 99.634, AA+, Aaa, AAA
728, OIXLJ09016, Buzzshare, 01-12-2038, 01-12-2015, 23, 0.399, Semi-Annual, 130.606, 118.133, 128.486, 3.247, 0.399, 100, A, Baa1, BBB+
729, YFUK6037, Jayo, 04-12-2031, 04-12-2015, 16, 3.091, Annual, 361.645, 355.352, 361.519, 47.351, 3.101, 99.678, B+, A3, A-
730, MNUZ922327, Vinte, 22-07-2044, 22-07-2015, 29, 0.793, Quaterly, 433.231, 390.948, 431.117, -1.505, 0.794, 99.874, A+, A2, A
731, NPGH335247, Quinu, 16-01-2023, 16-01-2015, 8, 3.284, Semi-Annual, 116.687, 113.758, 115.105, 4.525, 3.295, 99.666, B+, Baa1, BB
732, TDRP523673, Rhycero, 17-05-2045, 17-05-2015, 30, 0.946, Annual, 320.951, 290.011, 315.691, 15.361, 0.947, 99.894, B+, Ba3, BB+
733, CVQDG966224, Topdrive, 21-10-2037, 21-10-2015, 22, 0.439, Quaterly, 225.99, 208.046, 216.48, -4.295, 0.439, 100, B+, Ba3, BB+
734, LBNKE20842, Edgetag, 09-12-2023, 09-12-2015, 8, 0.103, Semi-Annual, 277.977, 277.254, 277.37, 6.555, 0.103, 100, B+, WR, BBR
735, ALDZ2191, Avavee, 12-08-2033, 12-08-2015, 18, 1.162, Annual, 104.965, 103.737, 103.946, -0.545, 1.163, 99.914, B+, Caa1, CCC
736, OSZ7966, Buzzshare, 31-05-2043, 31-05-2015, 28, 3.749, Semi-Annual, 341.703, 335.04, 340.903, 11.684, 3.763, 99.628, BB, B3, BB
737, YEJC276600, Oba, 07-04-2022, 07-04-2015, 7, 0.955, Annual, 171.172, 163.024, 166.283, 1.966, 0.956, 99.895, BB+, Baa3, BB+
738, FPXR769009, Zoomzone, 26-02-2043, 26-02-2015, 28, 3.368, Semi-Annual, 340.928, 334.348, 340.731, 0.293, 3.379, 99.674, B+, Ba3, BB-
739, URCX044, Tambee, 15-04-2050, 15-04-2015, 35, 1.94, Quaterly, 43.566, 39.976, 42.094, 1.036, 1.944, 99.794, B+, Caa2, B-
740, QAJV000, Oyoyo, 29-03-2039, 29-03-2015, 24, 4.421, Semi-Annual, 494.967, 462.25, 472.719, 12.546, 4.441, 99.55, BBB-, B1, BB
741, JHYDZ13603, Oyoyo, 02-08-2019, 02-08-2015, 4, 0.708, Annual, 107.096, 100.563, 106.573, 5.801, 0.709, 99.859, B+, Baa1, BB+
742, ALY41574, Skipstorm, 27-06-2031, 27-06-2015, 16, 0.55, Semi-Annual, 416.384, 392.484, 395.352, 1.818, 0.55, 100, B+, Baa1, BB
743, XMPY03269, Flipstorm, 27-11-2044, 27-11-2015, 29, 2.393, Annual, 107.461, 101.54, 102.014, 4.065, 2.399, 99.75, B+, Baa1, BB
744, TMSZ948, Thoughtstorm, 19-06-2028, 19-06-2015, 13, 0.407, Quaterly, 337.818, 335.014, 337.397, -4.8, 0.407, 100, B+, Baa1, BB+
745, NCEOU275, Bubbletube, 02-12-2028, 02-12-2015, 13, 1.812, Semi-Annual, 450.704, 408.293, 419.744, 3.127, 1.815, 99.835, B+, Baa1, BB
746, CFVLT05734, Quimm, 10-09-2020, 10-09-2015, 5, 3.571, Annual, 188.277, 179.39, 183.123, 13.365, 3.584, 99.637, B+, Baa1, BB
747, KZB7743, Devpulse, 03-08-2034, 03-08-2015, 19, 1.745, Semi-Annual, 236.39, 228.778, 230.757, 3.093, 1.748, 99.828, B+, Baa1, BB-
748, HGU2593, Flashspan, 21-10-2049, 21-10-2015, 34, 1.742, Semi-Annual, 116.137, 114.139, 115.078, -8.998, 1.745, 99.828, B+, Baa1, BB
749, ZAT67960, Babbleblab, 01-09-2023, 01-09-2015, 8, 4.288, Annual, 373.326, 354.398, 365.187, 70.329, 4.306, 99.582, B+, Baa1, BBB+
750, KTWJ041535, Meetz, 17-04-2047, 17-04-2015, 32, 3.816, Semi-Annual, 324.603, 294.123, 301.743, 0.063, 3.831, 99.608, B+, Baa1, BB
751, YROTK83753, Eayo, 17-04-2022, 17-04-2015, 7, 1.27, Semi-Annual, 317.716, 291.155, 299.123, -0.144, 1.272, 99.843, A+, A1, AA-
752, BGXEJ197, Fanoodle, 28-05-2046, 28-05-2015, 31, 2.443, Quaterly, 173.919, 171.345, 171.963, 2.945, 2.449, 99.755, BBB, Baa3, BB
753, FSQOE340, Browsedrive, 07-10-2047, 07-10-2015, 32, 1.988, Annual, 158.666, 143.64, 153.107, 32.48, 1.992, 99.799, BBB-, Ba1, BBB
754, KQZ6016, Kwimbee, 13-03-2036, 13-03-2015, 21, 3.017, Semi-Annual, 76.987, 71.251, 72.571, -2.42, 3.026, 99.703, BBB-, Ba1, BBB-
755, RGDYO1856, Ainyx, 27-03-2038, 27-03-2015, 23, 1.918, Annual, 39.665, 39.007, 39.428, -2.622, 1.922, 99.792, B+, Aa2, BB
756, DLMGA5948, Jabbersphere, 22-10-2025, 22-10-2015, 10, 0.899, Quaterly, 440.647, 396.759, 398.514, -6.151, 0.9, 99.889, B+, Baa3, BB
757, NTG089390, Thoughtblab, 18-01-2022, 18-01-2015, 7, 2.282, Annual, 247.215, 229.045, 241.401, -17.934, 2.287, 99.781, B+, Baa2, BBB
758, SVLAZ018947, Skippad, 10-04-2046, 10-04-2015, 31, 3.265, Semi-Annual, 210.095, 195.746, 205.934, 7.152, 3.276, 99.664, A-, Baa1, BBB+
759, QGJND64379, Centimia, 12-04-2028, 12-04-2015, 13, 3.028, Annual, 469.611, 427.534, 457.829, -46.32, 3.037, 99.704, B+, Aa1, AA+
760, GIVB475671, Thoughtbeat, 25-07-2027, 25-07-2015, 12, 0.915, Quaterly, 189.352, 173.276, 185.655, 4.045, 0.916, 99.891, AA, Aa3, BB
761, WDV4953, Photobug, 27-05-2023, 27-05-2015, 8, 2.58, Semi-Annual, 250.849, 232.963, 242.085, -9.507, 2.587, 99.729, B+, WR, BB
762, GXUJC3963, Pixope, 21-04-2027, 21-04-2015, 12, 0.508, Annual, 72.969, 66.533, 72.969, 3.399, 0.508, 100, BB, B3, BB
763, LKTC099, Edgetag, 14-01-2044, 14-01-2015, 29, 3.15, Quaterly, 63.176, 61.022, 62.896, 1.279, 3.16, 99.684, BB, B3, BB
764, YZM1817, Eabox, 08-08-2034, 08-08-2015, 19, 4.507, Semi-Annual, 82.142, 74.092, 77.473, 3.361, 4.527, 99.558, B+, Baa1, AA
765, YEB40787, Jabbersphere, 11-02-2022, 11-02-2015, 7, 4.681, Annual, 477.828, 438.312, 455.699, 17.306, 4.703, 99.532, B+, Caa1, B
766, BNUD753, Voonte, 11-08-2047, 11-08-2015, 32, 1.702, Quaterly, 335.977, 316.927, 330.453, -53.338, 1.705, 99.824, B+, Caa3, CCC
767, HRIVD5064, Gabtype, 10-06-2032, 10-06-2015, 17, 4.013, Semi-Annual, 76.77, 72.555, 76.349, 1.447, 4.029, 99.603, BB+, B1, BBB-
768, UGL84063, Teklist, 23-11-2045, 23-11-2015, 30, 0.428, Semi-Annual, 173.774, 167.136, 170.322, -3.749, 0.428, 100, B+, Ba2, BB+
769, DEM139, Thoughtbridge, 23-03-2043, 23-03-2015, 28, 2.735, Quaterly, 421.94, 394.472, 404.635, -20.049, 2.742, 99.745, BB+, Ba1, BB+
770, ZRPB8449, Oodoo, 20-05-2047, 20-05-2015, 32, 4.422, Annual, 213.903, 205.24, 212.43, -17.226, 4.442, 99.55, BB, B3, BB
771, EYTR492, Babbleopia, 14-08-2036, 14-08-2015, 21, 2.056, Semi-Annual, 127.419, 117.022, 121.804, 0.878, 2.06, 99.806, B+, Baa1, B+
772, RCUS440, Voonte, 31-08-2043, 31-08-2015, 28, 2.443, Annual, 354.738, 329.942, 336.885, -28.823, 2.449, 99.755, B+, Baa1, BB
773, MLDZW5295, Dabvine, 07-02-2035, 07-02-2015, 20, 0.908, Quaterly, 71.388, 69.075, 70.602, -0.147, 0.909, 99.89, B+, Baa1, BB
774, VPGZR125934, Jaxbean, 07-08-2038, 07-08-2015, 23, 0.452, Annual, 276.47, 262.702, 264.629, 3.927, 0.452, 100, B+, Baa1, BB
775, UFWQP279302, Yakitri, 26-01-2031, 26-01-2015, 16, 4.728, Semi-Annual, 147.895, 144.686, 146.772, -14.569, 4.75, 99.537, B+, Caa3, D
776, EYNIS079398, Bluezoom, 26-07-2041, 26-07-2015, 26, 2.232, Annual, 160.652, 154.869, 154.869, 0.277, 2.237, 99.776, B+, Baa1, BB
777, EGOPZ94842, Quaxo, 01-08-2046, 01-08-2015, 31, 3.286, Quaterly, 430.54, 428.0, 429.753, -69.935, 3.297, 99.666, B+, Baa1, B-
778, JTD551, Blognation, 30-01-2030, 30-01-2015, 15, 2.384, Annual, 265.927, 241.222, 259.01, 1.04, 2.39, 99.749, BB, B2, BB
779, WYJ909905, Oyoyo, 05-02-2046, 05-02-2015, 31, 3.829, Semi-Annual, 420.362, 379.167, 385.346, -3.145, 3.844, 99.61, B+, Baa1, BB
780, VRSC034, Yozio, 23-12-2032, 23-12-2015, 17, 3.226, Annual, 51.516, 49.239, 49.877, -14.123, 3.236, 99.691, B+, Baa1, BB
781, TSWAU3853, Zoomdog, 03-05-2027, 03-05-2015, 12, 4.705, Quaterly, 166.498, 165.932, 166.266, 10.0, 4.727, 99.535, A, A3, BB
782, JQT20156, Buzzbean, 07-08-2027, 07-08-2015, 12, 4.594, Semi-Annual, 356.512, 345.353, 355.508, 0.767, 4.615, 99.545, AA+, Aaa, AAA
783, LQKUD967900, Shufflester, 31-05-2032, 31-05-2015, 17, 4.83, Annual, 31.194, 29.544, 30.286, -0.862, 4.853, 99.526, AA-, A2, A
784, GRLU487, Skiptube, 09-12-2041, 09-12-2015, 26, 3.848, Quaterly, 62.276, 59.019, 59.964, -0.626, 3.863, 99.612, B+, Aa2, BB
785, PERBT105, Jabberbean, 01-04-2041, 01-04-2015, 26, 1.239, Annual, 247.429, 223.305, 224.27, 23.678, 1.241, 99.839, AA-, A1, AA+
786, VHU9936, Meevee, 25-06-2035, 25-06-2015, 20, 1.177, Semi-Annual, 343.973, 336.853, 341.552, 23.882, 1.178, 99.915, BBB, Baa3, BB
787, XOAG63724, Flipopia, 07-06-2047, 07-06-2015, 32, 2.12, Annual, 369.703, 362.346, 368.526, -1.507, 2.124, 99.812, BBB-, Ba1, BBB-
788, SLXAG4456, Edgeify, 25-04-2032, 25-04-2015, 17, 2.489, Quaterly, 435.729, 392.461, 422.316, 44.916, 2.495, 99.76, AA, Aa2, BB
789, LSEV5745, Meejo, 13-01-2044, 13-01-2015, 29, 4.594, Annual, 376.094, 366.993, 374.456, -21.077, 4.615, 99.545, A+, A3, A-
790, OVZA82121, Twitternation, 03-02-2036, 03-02-2015, 21, 4.195, Semi-Annual, 425.733, 398.146, 421.043, 17.415, 4.213, 99.573, A+, A2, BB
791, NGZWH638, Voolia, 16-01-2049, 16-01-2015, 34, 2.002, Annual, 249.242, 235.11, 238.784, 1.389, 2.006, 99.801, BB, B3, BB
792, ZYQH5606, Leexo, 30-04-2043, 30-04-2015, 28, 4.299, Semi-Annual, 424.954, 416.667, 422.137, -27.499, 4.317, 99.583, B+, Ba2, BB
793, PWHJ0125, Lajo, 29-12-2037, 29-12-2015, 22, 2.636, Annual, 273.396, 273.041, 273.318, 27.47, 2.643, 99.735, B+, Caa1, CCC+
794, PMYWG00637, Buzzshare, 12-10-2027, 12-10-2015, 12, 2.528, Semi-Annual, 200.47, 191.288, 199.185, -5.043, 2.534, 99.763, BB, B3, BB
795, PULS53241, Eadel, 03-12-2035, 03-12-2015, 20, 3.57, Quaterly, 125.155, 120.674, 100.0, -24.836, 3.583, 99.637, B+, Caa2, CCC
796, DEX628050, Bubblemix, 02-03-2039, 02-03-2015, 24, 4.374, Quaterly, 125.657, 100.0, 124.958, -2.011, 4.393, 99.567, B-, Caa1, BB
797, HDS605, Twitterbridge, 30-11-2031, 30-11-2015, 16, 2.776, Semi-Annual, 200.68, 186.893, 196.82, 8.203, 2.784, 99.713, WD, WR, BB
798, AMNQY22301, Trupe, 26-11-2035, 26-11-2015, 20, 1.541, Quaterly, 466.988, 427.995, 447.881, -5.549, 1.543, 99.87, B-, Caa1, BB
799, XWSYE115051, Livefish, 11-12-2018, 11-12-2015, 3, 3.576, Semi-Annual, 337.639, 334.094, 335.441, -0.138, 3.589, 99.638, BB, B3, BB
800, EPI25493, Brightbean, 18-02-2026, 18-02-2015, 11, 3.89, Annual, 352.406, 334.081, 339.762, -4.429, 3.905, 99.616, B-, Caa1, BB
801, DEUA053454, Youfeed, 15-10-2030, 15-10-2015, 15, 1.061, Annual, 284.956, 273.159, 280.473, -0.178, 1.062, 99.906, B+, Baa1, BB
802, ZGVSR324, Tavu, 02-02-2041, 02-02-2015, 26, 0.877, Semi-Annual, 474.383, 454.459, 467.609, 216.909, 0.878, 99.886, B+, Baa1, BB-
803, BPCIF207053, Kaymbo, 15-12-2046, 15-12-2015, 31, 4.529, Annual, 293.541, 288.433, 289.2, 11.931, 4.55, 99.538, B+, Baa1, BB
804, XEV245333, Eire, 01-04-2045, 01-04-2015, 30, 1.345, Semi-Annual, 80.64, 79.277, 79.727, -1.746, 1.347, 99.852, B+, Baa1, BB
805, ODPYR9653, Shufflester, 27-07-2045, 27-07-2015, 30, 3.322, Annual, 348.487, 317.611, 322.86, -15.684, 3.333, 99.67, BB+, Ba2, BB+
806, MQUE134, Skinte, 10-08-2049, 10-08-2015, 34, 2.652, Semi-Annual, 81.427, 77.266, 79.138, -2.097, 2.659, 99.737, B+, Baa1, BB
807, AZMB091, Teklist, 01-08-2042, 01-08-2015, 27, 0.835, Annual, 233.402, 225.163, 233.072, 0.839, 0.836, 99.88, B+, Baa1, BB
808, IEXKN900849, Topiczoom, 21-03-2028, 21-03-2015, 13, 2.163, Semi-Annual, 49.492, 47.789, 48.045, -2.573, 2.168, 99.769, B+, Baa1, B+
809, HPNJT1066, Feedfish, 23-12-2043, 23-12-2015, 28, 3.459, Annual, 17.06, 15.359, 16.125, -0.654, 3.471, 99.654, B+, Baa1, B-
